date,flow (cfs)
10/10/1994,506.565911
10/11/1994,509.5367485
10/12/1994,506.565911
10/13/1994,515.4784235
10/14/1994,1063.597941
10/15/1994,1323.546222
10/16/1994,1354.740016
10/17/1994,2560.900039
10/18/1994,3645.255725
10/19/1994,4135.443912
10/20/1994,3897.776912
10/21/1994,2605.462602
10/22/1994,1907.31579
10/23/1994,1491.398541
10/24/1994,1276.012822
10/25/1994,1142.325135
10/26/1994,1045.772916
10/27/1994,984.8707478
10/28/1994,961.1040478
10/29/1994,932.8810916
10/30/1994,895.7456229
10/31/1994,854.153898
11/1/1994,828.9017793
11/2/1994,803.6496605
11/3/1994,855.6393167
11/4/1994,983.385329
11/5/1994,1059.141685
11/6/1994,1030.918729
11/7/1994,928.4248354
11/8/1994,848.212223
11/9/1994,788.7954731
11/10/1994,762.0579356
11/11/1994,724.9224669
11/12/1994,684.8161607
11/13/1994,661.0494608
11/14/1994,644.7098545
11/15/1994,658.0786233
11/16/1994,652.1369483
11/17/1994,677.389067
11/18/1994,727.8933044
11/19/1994,744.2329106
11/20/1994,745.7183294
11/21/1994,800.678823
11/22/1994,901.6872979
11/23/1994,901.6872979
11/24/1994,839.2997105
11/25/1994,845.2413855
11/26/1994,880.8914354
11/27/1994,882.3768542
11/28/1994,901.6872979
11/29/1994,958.1332103
11/30/1994,1024.977054
12/1/1994,1255.21696
12/2/1994,1431.981791
12/3/1994,1421.58386
12/4/1994,1356.225435
12/5/1994,1332.458735
12/6/1994,1322.060804
12/7/1994,1256.702379
12/8/1994,1203.227304
12/9/1994,1206.198141
12/10/1994,1197.285629
12/11/1994,1161.635579
12/12/1994,1136.38346
12/13/1994,1130.441785
12/14/1994,1127.470948
12/15/1994,1166.091835
12/16/1994,1173.518929
12/17/1994,1149.752229
12/18/1994,1140.839716
12/19/1994,1112.61676
12/20/1994,1088.85006
12/21/1994,1073.995873
12/22/1994,1065.08336
12/23/1994,1139.354298
12/24/1994,1152.723066
12/25/1994,1115.587598
12/26/1994,1112.61676
12/27/1994,1151.237648
12/28/1994,1137.868879
12/29/1994,1090.335479
12/30/1994,1059.141685
12/31/1994,1033.889566
1/1/1995,1011.608285
1/2/1995,990.8124228
1/3/1995,983.385329
1/4/1995,981.8999103
1/5/1995,987.8415853
1/6/1995,993.7832603
1/7/1995,1149.752229
1/8/1995,1442.379722
1/9/1995,1699.357165
1/10/1995,2709.441914
1/11/1995,3006.525664
1/12/1995,2768.858664
1/13/1995,2323.23304
1/14/1995,1922.169978
1/15/1995,1773.628103
1/16/1995,1981.586728
1/17/1995,2768.858664
1/18/1995,4254.277412
1/19/1995,5026.695161
1/20/1995,5709.987785
1/21/1995,5992.217347
1/22/1995,5917.946409
1/23/1995,5561.44591
1/24/1995,5249.507973
1/25/1995,4789.028161
1/26/1995,4224.569037
1/27/1995,3793.7976
1/28/1995,3511.568038
1/29/1995,3422.442913
1/30/1995,3377.88035
1/31/1995,3570.984788
2/1/1995,3853.21435
2/2/1995,3972.04785
2/3/1995,4224.569037
2/4/1995,4298.839974
2/5/1995,3897.776912
2/6/1995,3496.71385
2/7/1995,3392.734538
2/8/1995,3303.609413
2/9/1995,3080.796601
2/10/1995,2843.129601
2/11/1995,2828.275414
2/12/1995,2976.817289
2/13/1995,3140.213351
2/14/1995,3407.588725
2/15/1995,3526.422225
2/16/1995,3838.360162
2/17/1995,5175.237035
2/18/1995,6868.614408
2/19/1995,8532.283405
2/20/1995,10433.6194
2/21/1995,11785.35046
2/22/1995,13374.74852
2/23/1995,14771.04215
2/24/1995,16152.48158
2/25/1995,17637.90033
2/26/1995,18529.15158
2/27/1995,18380.6097
2/28/1995,17489.35845
3/1/1995,16301.02346
3/2/1995,15261.23033
3/3/1995,14503.66677
3/4/1995,13790.66577
3/5/1995,13345.04015
3/6/1995,13300.47759
3/7/1995,13449.01946
3/8/1995,13642.1239
3/9/1995,13850.08252
3/10/1995,13582.70715
3/11/1995,13122.22734
3/12/1995,12691.4559
3/13/1995,12676.60171
3/14/1995,13166.7899
3/15/1995,13523.2904
3/16/1995,14251.14558
3/17/1995,14236.2914
3/18/1995,13656.97809
3/19/1995,12587.47659
3/20/1995,11265.4539
3/21/1995,9067.034155
3/22/1995,6720.072533
3/23/1995,4937.570036
3/24/1995,4283.985787
3/25/1995,3897.776912
3/26/1995,3615.54735
3/27/1995,3333.317788
3/28/1995,3095.650788
3/29/1995,2917.400539
3/30/1995,2768.858664
3/31/1995,2664.879352
4/1/1995,2546.045852
4/2/1995,2427.212352
4/3/1995,2308.378852
4/4/1995,2248.962102
4/5/1995,2189.545352
4/6/1995,2100.420227
4/7/1995,2011.295103
4/8/1995,1951.878353
4/9/1995,1862.753228
4/10/1995,1788.48229
4/11/1995,1699.357165
4/12/1995,1595.377853
4/13/1995,1550.815291
4/14/1995,1550.815291
4/15/1995,1595.377853
4/16/1995,1981.586728
4/17/1995,2085.56604
4/18/1995,1877.607415
4/19/1995,1714.211353
4/20/1995,1565.669478
4/21/1995,1439.408885
4/22/1995,1342.856666
4/23/1995,1258.187797
4/24/1995,1186.887697
4/25/1995,1146.781391
4/26/1995,1137.868879
4/27/1995,1176.489766
4/28/1995,1238.877354
4/29/1995,1191.343954
4/30/1995,1143.810554
5/1/1995,1100.73341
5/2/1995,1045.772916
5/3/1995,1017.54996
5/4/1995,1017.54996
5/5/1995,1170.548091
5/6/1995,1326.51706
5/7/1995,1207.68356
5/8/1995,1091.820898
5/9/1995,1007.152029
5/10/1995,935.8519291
5/11/1995,1045.772916
5/12/1995,1295.323266
5/13/1995,1342.856666
5/14/1995,1580.523666
5/15/1995,1580.523666
5/16/1995,1393.360903
5/17/1995,1237.391935
5/18/1995,1229.964841
5/19/1995,1173.518929
5/20/1995,1123.014691
5/21/1995,1115.587598
5/22/1995,1011.608285
5/23/1995,977.443654
5/24/1995,958.1332103
5/25/1995,891.2893667
5/26/1995,836.328873
5/27/1995,788.7954731
5/28/1995,769.4850293
5/29/1995,793.2517293
5/30/1995,822.9601043
5/31/1995,1085.879223
6/1/1995,1293.837847
6/2/1995,1296.808685
6/3/1995,1189.858535
6/4/1995,1076.96671
6/5/1995,1076.96671
6/6/1995,3689.818288
6/7/1995,6422.988783
6/8/1995,6942.885345
6/9/1995,7358.802595
6/10/1995,8071.803594
6/11/1995,8695.679468
6/12/1995,10136.53565
6/13/1995,11146.6204
6/14/1995,11889.32978
6/15/1995,11889.32978
6/16/1995,11681.37115
6/17/1995,11562.53765
6/18/1995,11666.51696
6/19/1995,12067.58003
6/20/1995,12483.49727
6/21/1995,12201.26771
6/22/1995,11087.20365
6/23/1995,10166.24403
6/24/1995,10091.97309
6/25/1995,10790.1199
6/26/1995,12141.85096
6/27/1995,13018.24802
6/28/1995,13107.37315
6/29/1995,12706.31009
6/30/1995,12037.87165
7/1/1995,11161.47459
7/2/1995,10403.91103
7/3/1995,10032.55634
7/4/1995,9987.993778
7/5/1995,10181.09822
7/6/1995,10730.70315
7/7/1995,11428.84996
7/8/1995,12097.2884
7/9/1995,12661.74752
7/10/1995,12765.72684
7/11/1995,12587.47659
7/12/1995,12230.97609
7/13/1995,11755.64209
7/14/1995,11161.47459
7/15/1995,10493.03615
7/16/1995,9839.451903
7/17/1995,9230.430217
7/18/1995,8502.57503
7/19/1995,6348.717846
7/20/1995,3957.193662
7/21/1995,2813.421226
7/22/1995,2679.733539
7/23/1995,3051.088226
7/24/1995,2887.692164
7/25/1995,3199.630101
7/26/1995,3318.463601
7/27/1995,2783.712851
7/28/1995,2724.296101
7/29/1995,2516.337477
7/30/1995,2115.274415
7/31/1995,1951.878353
8/1/1995,1833.044853
8/2/1995,1847.89904
8/3/1995,1699.357165
8/4/1995,1437.923466
8/5/1995,1250.760704
8/6/1995,1125.985529
8/7/1995,1078.452129
8/8/1995,1022.006216
8/9/1995,970.0165603
8/10/1995,937.3373478
8/11/1995,906.1435541
8/12/1995,877.9205979
8/13/1995,923.9685791
8/14/1995,1252.246122
8/15/1995,1172.03351
8/16/1995,1011.608285
8/17/1995,913.5706479
8/18/1995,845.2413855
8/19/1995,873.4643417
8/20/1995,943.2790228
8/21/1995,790.2808918
8/22/1995,693.7286732
8/23/1995,650.6515295
8/24/1995,655.1077858
8/25/1995,649.1661108
8/26/1995,641.739017
8/27/1995,787.3100543
8/28/1995,839.2997105
8/29/1995,1326.51706
8/30/1995,3422.442913
8/31/1995,4848.444911
9/1/1995,5561.44591
9/2/1995,6512.113908
9/3/1995,8071.803594
9/4/1995,9141.305092
9/5/1995,9913.722841
9/6/1995,7462.781907
9/7/1995,3986.902037
9/8/1995,2144.98279
9/9/1995,1639.940416
9/10/1995,1440.894303
9/11/1995,1314.63371
9/12/1995,1235.906516
9/13/1995,1177.975185
9/14/1995,1118.558435
9/15/1995,1053.20001
9/16/1995,1030.918729
9/17/1995,1005.66661
9/18/1995,1011.608285
9/19/1995,1073.995873
9/20/1995,1087.364641
9/21/1995,1072.510454
9/22/1995,1051.714591
9/23/1995,1232.935679
9/24/1995,1476.544353
9/25/1995,2100.420227
9/26/1995,3318.463601
9/27/1995,3570.984788
9/28/1995,3021.379851
9/29/1995,2679.733539
9/30/1995,3065.942413
10/1/1995,3065.942413
10/2/1995,2130.128602
10/3/1995,1699.357165
10/4/1995,1565.669478
10/5/1995,1550.815291
10/6/1995,2412.358164
10/7/1995,4699.903036
10/8/1995,5724.841972
10/9/1995,7403.365157
10/10/1995,9230.430217
10/11/1995,11666.51696
10/12/1995,13300.47759
10/13/1995,14815.60471
10/14/1995,15558.31408
10/15/1995,15261.23033
10/16/1995,11621.9544
10/17/1995,8502.57503
10/18/1995,7507.344469
10/19/1995,7032.01047
10/20/1995,6541.822283
10/21/1995,5100.966098
10/22/1995,3793.7976
10/23/1995,3437.2971
10/24/1995,3882.922725
10/25/1995,4180.006474
10/26/1995,4105.735537
10/27/1995,4061.172974
10/28/1995,4090.881349
10/29/1995,4313.694162
10/30/1995,4625.632099
10/31/1995,5071.257723
11/1/1995,5516.883347
11/2/1995,5635.716847
11/3/1995,5695.133597
11/4/1995,6125.905034
11/5/1995,6526.968096
11/6/1995,6928.031158
11/7/1995,7477.636094
11/8/1995,8160.928718
11/9/1995,8740.24203
11/10/1995,9185.867654
11/11/1995,9438.388841
11/12/1995,9720.618404
11/13/1995,10136.53565
11/14/1995,10819.82828
11/15/1995,11354.57903
11/16/1995,11681.37115
11/17/1995,11844.76721
11/18/1995,11904.18396
11/19/1995,11889.32978
11/20/1995,11755.64209
11/21/1995,11473.41253
11/22/1995,10998.07853
11/23/1995,10374.20265
11/24/1995,9705.764216
11/25/1995,7967.824281
11/26/1995,5546.591722
11/27/1995,4001.756225
11/28/1995,3467.005475
11/29/1995,3214.484288
11/30/1995,3036.234038
12/1/1995,2917.400539
12/2/1995,2798.567039
12/3/1995,2694.587726
12/4/1995,2590.608414
12/5/1995,2516.337477
12/6/1995,2442.066539
12/7/1995,2486.629102
12/8/1995,2620.316789
12/9/1995,2754.004476
12/10/1995,3169.921726
12/11/1995,3704.672475
12/12/1995,4298.839974
12/13/1995,4759.319786
12/14/1995,4685.048849
12/15/1995,4298.839974
12/16/1995,4224.569037
12/17/1995,4224.569037
12/18/1995,4105.735537
12/19/1995,4061.172974
12/20/1995,4061.172974
12/21/1995,4239.423224
12/22/1995,4759.319786
12/23/1995,5294.070535
12/24/1995,5620.86266
12/25/1995,5680.27941
12/26/1995,4699.903036
12/27/1995,3452.151288
12/28/1995,2976.817289
12/29/1995,2783.712851
12/30/1995,2664.879352
12/31/1995,2531.191664
1/1/1996,2442.066539
1/2/1996,2412.358164
1/3/1996,2456.920727
1/4/1996,2620.316789
1/5/1996,2754.004476
1/6/1996,3051.088226
1/7/1996,3288.755226
1/8/1996,3348.171976
1/9/1996,3407.588725
1/10/1996,3570.984788
1/11/1996,3689.818288
1/12/1996,3689.818288
1/13/1996,4001.756225
1/14/1996,4566.215349
1/15/1996,5160.382848
1/16/1996,5665.425222
1/17/1996,5917.946409
1/18/1996,5754.550347
1/19/1996,5427.758222
1/20/1996,5234.653785
1/21/1996,5472.320785
1/22/1996,5962.508972
1/23/1996,6497.259721
1/24/1996,7121.135595
1/25/1996,7715.303094
1/26/1996,8235.199656
1/27/1996,8769.950405
1/28/1996,9215.576029
1/29/1996,9527.513966
1/30/1996,9824.597716
1/31/1996,10151.38984
2/1/1996,10403.91103
2/2/1996,10641.57803
2/3/1996,10923.80759
2/4/1996,11146.6204
2/5/1996,11235.74553
2/6/1996,11191.18296
2/7/1996,11057.49528
2/8/1996,10879.24503
2/9/1996,10582.16128
2/10/1996,10121.68147
2/11/1996,9572.076529
2/12/1996,9081.888342
2/13/1996,8755.096217
2/14/1996,8547.137593
2/15/1996,8368.887343
2/16/1996,8086.657781
2/17/1996,7403.365157
2/18/1996,5724.841972
2/19/1996,4996.986786
2/20/1996,4551.361161
2/21/1996,4536.506974
2/22/1996,4714.757223
2/23/1996,5308.924723
2/24/1996,6111.050846
2/25/1996,6913.17697
2/26/1996,7522.198657
2/27/1996,7834.136594
2/28/1996,7938.115906
2/29/1996,7804.428219
3/1/1996,7225.114907
3/2/1996,5724.841972
3/3/1996,4595.923724
3/4/1996,4016.610412
3/5/1996,3674.9641
3/6/1996,3467.005475
3/7/1996,3511.568038
3/8/1996,4699.903036
3/9/1996,5947.654784
3/10/1996,6749.780908
3/11/1996,7759.865656
3/12/1996,8651.116905
3/13/1996,9230.430217
3/14/1996,9334.409529
3/15/1996,9007.617405
3/16/1996,8458.012468
3/17/1996,7908.407531
3/18/1996,7314.240032
3/19/1996,6422.988783
3/20/1996,5635.716847
3/21/1996,5130.674473
3/22/1996,4878.153286
3/23/1996,4863.299098
3/24/1996,5190.091223
3/25/1996,5606.008472
3/26/1996,5917.946409
3/27/1996,6111.050846
3/28/1996,5888.238034
3/29/1996,4878.153286
3/30/1996,4328.548349
3/31/1996,4729.611411
4/1/1996,5576.300097
4/2/1996,6185.321784
4/3/1996,6497.259721
4/4/1996,6571.530658
4/5/1996,6512.113908
4/6/1996,6289.301096
4/7/1996,5873.383847
4/8/1996,5338.633098
4/9/1996,4625.632099
4/10/1996,3986.902037
4/11/1996,3674.9641
4/12/1996,3660.109913
4/13/1996,3645.255725
4/14/1996,3437.2971
4/15/1996,3244.192663
4/16/1996,3303.609413
4/17/1996,3303.609413
4/18/1996,3808.651787
4/19/1996,4566.215349
4/20/1996,4907.861661
4/21/1996,4551.361161
4/22/1996,3868.068537
4/23/1996,3363.026163
4/24/1996,3169.921726
4/25/1996,3006.525664
4/26/1996,2783.712851
4/27/1996,2620.316789
4/28/1996,2471.774914
4/29/1996,2397.503977
4/30/1996,2382.649789
5/1/1996,2382.649789
5/2/1996,3006.525664
5/3/1996,4358.256724
5/4/1996,5145.52866
5/5/1996,5903.092222
5/6/1996,6467.551346
5/7/1996,6972.59372
5/8/1996,7195.406532
5/9/1996,7002.302095
5/10/1996,6437.842971
5/11/1996,5724.841972
5/12/1996,4907.861661
5/13/1996,3986.902037
5/14/1996,3125.359163
5/15/1996,2664.879352
5/16/1996,2442.066539
5/17/1996,2248.962102
5/18/1996,2085.56604
5/19/1996,2367.795602
5/20/1996,2813.421226
5/21/1996,3169.921726
5/22/1996,3110.504976
5/23/1996,2486.629102
5/24/1996,1981.586728
5/25/1996,1729.06554
5/26/1996,1506.252728
5/27/1996,1304.235779
5/28/1996,1283.439916
5/29/1996,1550.815291
5/30/1996,2248.962102
5/31/1996,3392.734538
6/1/1996,4076.027162
6/2/1996,4551.361161
6/3/1996,4417.673474
6/4/1996,3793.7976
6/5/1996,3021.379851
6/6/1996,2456.920727
6/7/1996,2308.378852
6/8/1996,2427.212352
6/9/1996,2382.649789
6/10/1996,2174.691165
6/11/1996,1862.753228
6/12/1996,2367.795602
6/13/1996,3065.942413
6/14/1996,2843.129601
6/15/1996,2560.900039
6/16/1996,2486.629102
6/17/1996,2427.212352
6/18/1996,2278.670477
6/19/1996,2159.836977
6/20/1996,2144.98279
6/21/1996,1729.06554
6/22/1996,1412.671347
6/23/1996,1296.808685
6/24/1996,1246.304447
6/25/1996,1191.343954
6/26/1996,1461.690166
6/27/1996,1443.865141
6/28/1996,1345.827503
6/29/1996,1293.837847
6/30/1996,1238.877354
7/1/1996,1131.927204
7/2/1996,1045.772916
7/3/1996,1035.374985
7/4/1996,1143.810554
7/5/1996,1075.481291
7/6/1996,1090.335479
7/7/1996,1085.879223
7/8/1996,1036.860404
7/9/1996,956.6477916
7/10/1996,926.9394166
7/11/1996,1023.491635
7/12/1996,1491.398541
7/13/1996,2798.567039
7/14/1996,4180.006474
7/15/1996,4848.444911
7/16/1996,5620.86266
7/17/1996,6021.925722
7/18/1996,6066.488284
7/19/1996,6066.488284
7/20/1996,5962.508972
7/21/1996,5576.300097
7/22/1996,4031.4646
7/23/1996,2857.983789
7/24/1996,2338.087227
7/25/1996,1951.878353
7/26/1996,1922.169978
7/27/1996,1892.461603
7/28/1996,1862.753228
7/29/1996,2338.087227
7/30/1996,2679.733539
7/31/1996,2679.733539
8/1/1996,2635.170977
8/2/1996,2516.337477
8/3/1996,2516.337477
8/4/1996,2486.629102
8/5/1996,2352.941414
8/6/1996,2174.691165
8/7/1996,2011.295103
8/8/1996,1818.190665
8/9/1996,1981.586728
8/10/1996,3363.026163
8/11/1996,3764.089225
8/12/1996,3882.922725
8/13/1996,3808.651787
8/14/1996,3511.568038
8/15/1996,3199.630101
8/16/1996,3140.213351
8/17/1996,3110.504976
8/18/1996,3036.234038
8/19/1996,2575.754227
8/20/1996,2293.524665
8/21/1996,2085.56604
8/22/1996,1892.461603
8/23/1996,1654.794603
8/24/1996,1476.544353
8/25/1996,1403.758835
8/26/1996,1433.46721
8/27/1996,1625.086228
8/28/1996,2605.462602
8/29/1996,2843.129601
8/30/1996,2843.129601
8/31/1996,2872.837976
9/1/1996,2560.900039
9/2/1996,2070.711852
9/3/1996,1743.919728
9/4/1996,1550.815291
9/5/1996,1699.357165
9/6/1996,4922.715848
9/7/1996,6794.34347
9/8/1996,8576.845968
9/9/1996,9646.347466
9/10/1996,11532.82928
9/11/1996,13567.85296
9/12/1996,17340.81658
9/13/1996,24767.91032
9/14/1996,32789.17156
9/15/1996,36948.34405
9/16/1996,39325.01405
9/17/1996,39919.18155
9/18/1996,38879.38842
9/19/1996,36057.0928
9/20/1996,32789.17156
9/21/1996,29966.87594
9/22/1996,27590.20594
9/23/1996,25510.61969
9/24/1996,23728.1172
9/25/1996,22094.15657
9/26/1996,20608.73782
9/27/1996,19568.9447
9/28/1996,18380.6097
9/29/1996,16895.19096
9/30/1996,15409.77221
10/1/1996,12200
10/2/1996,11000
10/3/1996,10000
10/4/1996,9700
10/5/1996,8210
10/6/1996,7880
10/7/1996,7660
10/8/1996,8310
10/9/1996,10900
10/10/1996,13200
10/11/1996,14000
10/12/1996,13800
10/13/1996,13300
10/14/1996,12800
10/15/1996,12400
10/16/1996,12300
10/17/1996,12100
10/18/1996,12000
10/19/1996,11900
10/20/1996,11600
10/21/1996,11000
10/22/1996,10200
10/23/1996,10100
10/24/1996,9100
10/25/1996,8340
10/26/1996,7200
10/27/1996,6050
10/28/1996,4550
10/29/1996,3980
10/30/1996,3310
10/31/1996,3000
11/1/1996,2800
11/2/1996,2900
11/3/1996,3300
11/4/1996,3400
11/5/1996,3500
11/6/1996,3700
11/7/1996,4180
11/8/1996,4100
11/9/1996,4230
11/10/1996,4230
11/11/1996,4090
11/12/1996,4280
11/13/1996,4600
11/14/1996,4860
11/15/1996,4810
11/16/1996,4700
11/17/1996,4550
11/18/1996,4440
11/19/1996,4340
11/20/1996,4340
11/21/1996,4360
11/22/1996,4350
11/23/1996,4380
11/24/1996,4390
11/25/1996,4520
11/26/1996,4660
11/27/1996,4790
11/28/1996,4600
11/29/1996,4460
11/30/1996,4430
12/1/1996,4390
12/2/1996,4570
12/3/1996,4910
12/4/1996,5180
12/5/1996,5550
12/6/1996,5810
12/7/1996,6110
12/8/1996,7000
12/9/1996,7860
12/10/1996,8030
12/11/1996,8300
12/12/1996,8490
12/13/1996,8590
12/14/1996,8530
12/15/1996,8160
12/16/1996,7600
12/17/1996,6730
12/18/1996,6310
12/19/1996,6320
12/20/1996,6560
12/21/1996,6700
12/22/1996,7000
12/23/1996,7210
12/24/1996,7400
12/25/1996,7590
12/26/1996,7780
12/27/1996,7940
12/28/1996,7950
12/29/1996,7690
12/30/1996,7180
12/31/1996,6610
1/1/1997,6020
1/2/1997,5820
1/3/1997,5680
1/4/1997,5680
1/5/1997,5640
1/6/1997,5640
1/7/1997,5730
1/8/1997,5830
1/9/1997,5870
1/10/1997,5940
1/11/1997,6000
1/12/1997,6230
1/13/1997,6500
1/14/1997,6680
1/15/1997,6830
1/16/1997,7290
1/17/1997,7700
1/18/1997,8060
1/19/1997,8330
1/20/1997,8480
1/21/1997,8410
1/22/1997,8190
1/23/1997,7920
1/24/1997,7640
1/25/1997,7410
1/26/1997,6930
1/27/1997,6650
1/28/1997,6240
1/29/1997,5930
1/30/1997,5740
1/31/1997,5650
2/1/1997,5570
2/2/1997,5490
2/3/1997,5360
2/4/1997,5280
2/5/1997,5320
2/6/1997,5360
2/7/1997,5260
2/8/1997,5210
2/9/1997,5170
2/10/1997,5090
2/11/1997,4870
2/12/1997,4610
2/13/1997,4060
2/14/1997,4230
2/15/1997,4810
2/16/1997,5170
2/17/1997,5690
2/18/1997,6110
2/19/1997,7430
2/20/1997,7810
2/21/1997,8160
2/22/1997,8580
2/23/1997,8910
2/24/1997,9120
2/25/1997,9150
2/26/1997,9050
2/27/1997,8840
2/28/1997,8550
3/1/1997,8330
3/2/1997,8070
3/3/1997,7850
3/4/1997,7630
3/5/1997,7420
3/6/1997,6600
3/7/1997,5580
3/8/1997,5070
3/9/1997,4620
3/10/1997,4430
3/11/1997,4410
3/12/1997,4470
3/13/1997,4520
3/14/1997,4580
3/15/1997,4750
3/16/1997,4610
3/17/1997,4760
3/18/1997,5040
3/19/1997,5350
3/20/1997,5550
3/21/1997,5470
3/22/1997,5360
3/23/1997,5420
3/24/1997,5450
3/25/1997,5520
3/26/1997,5610
3/27/1997,5860
3/28/1997,5930
3/29/1997,6490
3/30/1997,6940
3/31/1997,6120
4/1/1997,5270
4/2/1997,4710
4/3/1997,4320
4/4/1997,3950
4/5/1997,3690
4/6/1997,3450
4/7/1997,3100
4/8/1997,2800
4/9/1997,2580
4/10/1997,2340
4/11/1997,2300
4/12/1997,2280
4/13/1997,2290
4/14/1997,2120
4/15/1997,1950
4/16/1997,2040
4/17/1997,2240
4/18/1997,2200
4/19/1997,2130
4/20/1997,1850
4/21/1997,1780
4/22/1997,1770
4/23/1997,1590
4/24/1997,2040
4/25/1997,2470
4/26/1997,3000
4/27/1997,3520
4/28/1997,4100
4/29/1997,4690
4/30/1997,5180
5/1/1997,5600
5/2/1997,6050
5/3/1997,6420
5/4/1997,6650
5/5/1997,6860
5/6/1997,7150
5/7/1997,7470
5/8/1997,7760
5/9/1997,8000
5/10/1997,8180
5/11/1997,8220
5/12/1997,8110
5/13/1997,7910
5/14/1997,7590
5/15/1997,7190
5/16/1997,6740
5/17/1997,6270
5/18/1997,5990
5/19/1997,4550
5/20/1997,3230
5/21/1997,2460
5/22/1997,1860
5/23/1997,1820
5/24/1997,1810
5/25/1997,1870
5/26/1997,1820
5/27/1997,1360
5/28/1997,1220
5/29/1997,1410
5/30/1997,1960
5/31/1997,2180
6/1/1997,2210
6/2/1997,2110
6/3/1997,1920
6/4/1997,1940
6/5/1997,2050
6/6/1997,2380
6/7/1997,2480
6/8/1997,3020
6/9/1997,3160
6/10/1997,3220
6/11/1997,3120
6/12/1997,2730
6/13/1997,2240
6/14/1997,1920
6/15/1997,1560
6/16/1997,1570
6/17/1997,1460
6/18/1997,1430
6/19/1997,1340
6/20/1997,1270
6/21/1997,1470
6/22/1997,1910
6/23/1997,1720
6/24/1997,1410
6/25/1997,1280
6/26/1997,1100
6/27/1997,1110
6/28/1997,1240
6/29/1997,1250
6/30/1997,1180
7/1/1997,1170
7/2/1997,1370
7/3/1997,1350
7/4/1997,1130
7/5/1997,1040
7/6/1997,1220
7/7/1997,1090
7/8/1997,1070
7/9/1997,1030
7/10/1997,1070
7/11/1997,1300
7/12/1997,1260
7/13/1997,1120
7/14/1997,1040
7/15/1997,893
7/16/1997,751
7/17/1997,780
7/18/1997,788
7/19/1997,923
7/20/1997,1060
7/21/1997,1200
7/22/1997,1090
7/23/1997,1060
7/24/1997,1340
7/25/1997,1410
7/26/1997,1460
7/27/1997,1630
7/28/1997,1990
7/29/1997,2430
7/30/1997,2980
7/31/1997,3420
8/1/1997,3690
8/2/1997,3680
8/3/1997,3180
8/4/1997,2390
8/5/1997,1800
8/6/1997,1580
8/7/1997,1580
8/8/1997,1450
8/9/1997,1240
8/10/1997,1120
8/11/1997,1040
8/12/1997,926
8/13/1997,839
8/14/1997,727
8/15/1997,765
8/16/1997,697
8/17/1997,608
8/18/1997,503
8/19/1997,918
8/20/1997,903
8/21/1997,858
8/22/1997,1080
8/23/1997,1300
8/24/1997,1320
8/25/1997,1320
8/26/1997,1180
8/27/1997,1070
8/28/1997,916
8/29/1997,754
8/30/1997,995
8/31/1997,900
9/1/1997,839
9/2/1997,938
9/3/1997,880
9/4/1997,1130
9/5/1997,1110
9/6/1997,937
9/7/1997,714
9/8/1997,636
9/9/1997,661
9/10/1997,738
9/11/1997,858
9/12/1997,867
9/13/1997,959
9/14/1997,1020
9/15/1997,1060
9/16/1997,952
9/17/1997,1060
9/18/1997,960
9/19/1997,933
9/20/1997,775
9/21/1997,920
9/22/1997,1120
9/23/1997,827
9/24/1997,978
9/25/1997,1040
9/26/1997,1040
9/27/1997,1690
9/28/1997,1860
9/29/1997,1860
9/30/1997,1880
10/1/1997,1780
10/2/1997,1710
10/3/1997,1570
10/4/1997,1330
10/5/1997,1140
10/6/1997,1000
10/7/1997,900
10/8/1997,905
10/9/1997,846
10/10/1997,738
10/11/1997,750
10/12/1997,984
10/13/1997,904
10/14/1997,833
10/15/1997,839
10/16/1997,909
10/17/1997,961
10/18/1997,920
10/19/1997,1060
10/20/1997,1180
10/21/1997,1250
10/22/1997,1150
10/23/1997,1280
10/24/1997,1320
10/25/1997,1180
10/26/1997,1180
10/27/1997,1030
10/28/1997,1040
10/29/1997,1170
10/30/1997,1110
10/31/1997,1170
11/1/1997,1200
11/2/1997,1210
11/3/1997,1320
11/4/1997,1440
11/5/1997,1550
11/6/1997,1650
11/7/1997,1460
11/8/1997,1360
11/9/1997,1250
11/10/1997,1390
11/11/1997,1400
11/12/1997,1370
11/13/1997,1520
11/14/1997,1640
11/15/1997,1720
11/16/1997,1970
11/17/1997,2230
11/18/1997,2520
11/19/1997,2620
11/20/1997,2510
11/21/1997,2280
11/22/1997,1990
11/23/1997,1770
11/24/1997,1590
11/25/1997,1550
11/26/1997,1570
11/27/1997,1600
11/28/1997,1570
11/29/1997,1460
11/30/1997,1650
12/1/1997,2080
12/2/1997,2450
12/3/1997,2760
12/4/1997,3030
12/5/1997,3200
12/6/1997,3220
12/7/1997,3120
12/8/1997,2860
12/9/1997,2550
12/10/1997,2300
12/11/1997,2070
12/12/1997,2000
12/13/1997,1980
12/14/1997,2020
12/15/1997,2140
12/16/1997,2160
12/17/1997,2020
12/18/1997,1910
12/19/1997,1820
12/20/1997,1700
12/21/1997,1680
12/22/1997,1750
12/23/1997,1810
12/24/1997,2110
12/25/1997,2760
12/26/1997,3420
12/27/1997,4160
12/28/1997,4880
12/29/1997,5460
12/30/1997,5970
12/31/1997,6330
1/1/1998,6520
1/2/1998,6610
1/3/1998,6560
1/4/1998,6330
1/5/1998,5830
1/6/1998,5240
1/7/1998,4680
1/8/1998,4280
1/9/1998,4190
